priority,delay,speed,congestion,weather,time_of_day,passenger_load,fuel_level,platform_available,distance_to_next,track_condition,historical_punctuality,decision
Local,1.1,40.1,4,Cloudy,Peak,41.4,85.1,False,4.9,Good,83.6,Move
Local,28.7,74.5,0,Rainy,Non-Peak,58.3,16.2,True,1.2,Damaged,85.3,Stop
Local,52.4,58.7,1,Cloudy,Non-Peak,57.4,26.6,False,7.7,Good,67.5,Slow Down
Express,1.7,75.0,1,Cloudy,Non-Peak,64.3,80.0,True,0.5,Good,51.2,Slow Down
Local,13.0,66.7,4,Foggy,Non-Peak,35.9,41.7,True,3.1,Maintenance,51.7,Slow Down
Local,19.4,93.3,1,Sunny,Non-Peak,41.6,57.8,True,3.5,Good,92.5,Slow Down
Express,7.5,72.0,2,Foggy,Peak,56.9,98.6,True,11.4,Damaged,66.3,Stop
Express,6.4,64.1,0,Sunny,Peak,47.3,84.9,False,0.5,Damaged,67.6,Stop
Local,19.9,38.5,2,Stormy,Non-Peak,64.1,47.9,True,11.8,Maintenance,93.0,Stop
Local,21.3,71.5,5,Foggy,Non-Peak,58.6,21.8,False,1.5,Damaged,44.7,Stop
Freight,13.8,72.3,3,Cloudy,Non-Peak,28.7,26.0,False,2.6,Maintenance,61.0,Slow Down
Freight,13.9,45.9,4,Stormy,Non-Peak,4.8,32.2,False,13.1,Good,78.4,Stop
Freight,10.3,36.0,6,Rainy,Non-Peak,45.4,70.3,False,4.2,Damaged,72.7,Stop
Freight,22.5,65.0,1,Foggy,Non-Peak,39.6,45.9,False,2.9,Damaged,28.0,Stop
Local,1.8,100.2,4,Cloudy,Non-Peak,35.1,14.6,True,4.6,Maintenance,92.2,Stop
Express,6.7,71.0,5,Foggy,Peak,29.8,84.2,True,5.1,Good,92.6,Slow Down
Freight,16.1,99.9,3,Foggy,Non-Peak,32.5,25.7,True,10.1,Damaged,53.7,Stop
Local,0.3,56.8,2,Sunny,Non-Peak,63.1,39.9,False,4.9,Damaged,65.0,Stop
Express,6.6,43.7,1,Foggy,Peak,88.2,39.9,False,1.6,Damaged,54.7,Stop
Express,3.3,47.3,2,Foggy,Non-Peak,90.9,43.5,False,1.0,Maintenance,26.4,Slow Down
Freight,2.1,30.8,4,Stormy,Peak,18.5,52.6,True,2.5,Good,64.5,Stop
Express,2.3,103.2,1,Stormy,Non-Peak,78.6,74.4,True,0.5,Good,92.4,Stop
Freight,6.6,58.1,1,Cloudy,Peak,41.8,45.4,False,2.0,Good,92.2,Move
Freight,4.8,39.7,3,Sunny,Non-Peak,52.0,69.9,True,1.0,Damaged,50.1,Stop
Freight,0.3,63.4,5,Cloudy,Peak,42.6,18.4,True,4.2,Good,87.5,Slow Down
Freight,1.6,67.1,4,Sunny,Non-Peak,72.3,57.3,False,0.5,Maintenance,69.7,Stop
Express,30.6,50.5,1,Sunny,Non-Peak,66.5,12.9,False,0.5,Good,68.2,Stop
Local,1.3,65.0,5,Stormy,Peak,69.8,60.3,True,12.7,Damaged,92.0,Stop
Express,2.8,53.7,2,Sunny,Peak,98.9,71.2,False,10.8,Damaged,42.9,Stop
Freight,19.2,38.7,2,Rainy,Peak,89.1,50.4,True,2.1,Good,37.6,Slow Down
Freight,0.5,44.2,5,Cloudy,Non-Peak,54.9,69.1,True,3.0,Damaged,62.1,Stop
Freight,18.0,56.4,1,Foggy,Peak,75.5,84.4,True,1.0,Maintenance,79.8,Slow Down
Local,1.6,35.4,6,Foggy,Peak,64.4,26.0,False,3.1,Damaged,60.7,Stop
Freight,3.2,43.2,2,Foggy,Non-Peak,78.5,98.4,False,3.9,Good,86.7,Slow Down
Express,1.3,72.6,4,Stormy,Peak,84.2,12.8,True,0.5,Damaged,70.2,Stop
Local,3.7,95.7,3,Sunny,Non-Peak,11.0,26.7,False,0.5,Damaged,55.9,Stop
Express,5.2,49.3,3,Rainy,Non-Peak,78.5,14.9,False,9.7,Maintenance,69.4,Stop
Express,0.6,61.7,5,Cloudy,Non-Peak,51.9,47.4,False,1.8,Damaged,93.2,Stop
Freight,0.9,82.9,5,Stormy,Peak,35.8,15.3,True,7.6,Maintenance,61.7,Stop
Express,8.3,34.5,3,Sunny,Non-Peak,54.9,55.0,True,0.8,Damaged,75.1,Stop
Express,6.1,75.8,3,Foggy,Peak,86.0,63.2,False,0.8,Damaged,70.8,Stop
Express,3.3,55.3,2,Sunny,Non-Peak,74.8,30.4,False,0.8,Damaged,79.3,Stop
Local,4.2,35.1,4,Sunny,Peak,57.8,99.4,True,10.4,Good,77.4,Move
Freight,0.1,25.1,7,Rainy,Peak,98.3,41.9,True,1.2,Maintenance,91.5,Slow Down
Express,19.2,78.9,4,Foggy,Non-Peak,58.5,63.3,True,3.6,Good,74.8,Slow Down
Freight,22.8,11.6,1,Sunny,Non-Peak,44.9,11.4,True,10.0,Damaged,59.3,Stop
Local,1.6,31.3,4,Sunny,Peak,47.9,27.2,False,0.6,Damaged,74.2,Stop
Local,6.8,76.4,8,Sunny,Non-Peak,63.4,79.9,True,2.2,Good,65.6,Slow Down
Express,11.3,73.8,1,Sunny,Peak,49.0,34.9,False,7.7,Damaged,89.1,Stop
Freight,0.1,51.4,2,Foggy,Peak,22.6,10.0,False,6.7,Good,58.6,Stop
Local,3.2,82.6,5,Sunny,Peak,95.8,21.7,False,8.6,Good,80.3,Slow Down
Freight,7.5,68.2,4,Rainy,Non-Peak,18.2,11.0,False,1.8,Damaged,81.0,Stop
Local,1.7,29.5,0,Rainy,Peak,41.5,27.6,True,2.5,Good,75.2,Slow Down
Express,42.0,68.3,1,Stormy,Peak,52.3,16.9,True,1.0,Damaged,66.9,Stop
Local,14.8,69.4,4,Cloudy,Peak,39.9,66.1,True,2.9,Maintenance,50.3,Slow Down
Freight,23.6,47.6,1,Stormy,Peak,32.0,69.1,False,0.9,Good,78.5,Stop
Express,1.6,41.1,3,Rainy,Non-Peak,94.4,39.8,False,2.2,Good,70.9,Slow Down
Local,7.7,60.5,1,Foggy,Peak,72.2,18.7,False,3.4,Maintenance,39.3,Slow Down
Express,7.3,26.7,6,Sunny,Non-Peak,55.2,29.6,True,18.5,Damaged,61.7,Stop
Express,1.8,29.5,5,Stormy,Non-Peak,33.7,47.8,True,10.0,Damaged,71.2,Stop
Express,5.9,34.6,0,Rainy,Non-Peak,34.1,80.9,True,4.6,Good,85.2,Slow Down
Express,8.9,88.5,4,Stormy,Peak,56.6,84.2,True,2.6,Maintenance,91.6,Stop
Express,4.0,52.7,4,Foggy,Peak,36.3,50.8,True,9.9,Damaged,38.2,Stop
Express,9.4,65.2,2,Stormy,Non-Peak,72.6,53.4,False,2.8,Damaged,68.1,Stop
Freight,3.7,73.0,1,Stormy,Non-Peak,59.1,52.1,True,9.9,Maintenance,61.4,Stop
Freight,0.2,32.2,6,Foggy,Peak,5.0,66.6,True,7.8,Good,77.5,Slow Down
Express,0.6,41.6,5,Rainy,Peak,75.2,62.6,True,0.6,Damaged,77.5,Stop
Local,8.4,33.4,2,Sunny,Peak,83.4,47.6,False,1.3,Maintenance,64.0,Slow Down
Express,9.9,77.7,5,Foggy,Peak,35.8,13.2,True,2.7,Good,72.6,Stop
Local,3.8,94.1,2,Foggy,Non-Peak,50.5,47.5,True,1.4,Maintenance,81.6,Slow Down
Express,48.5,58.7,1,Cloudy,Non-Peak,48.0,84.8,True,2.7,Maintenance,38.1,Slow Down
Local,1.0,53.4,5,Sunny,Non-Peak,29.7,23.0,True,7.8,Damaged,75.9,Stop
Local,4.3,39.3,2,Stormy,Peak,37.4,31.4,True,4.8,Damaged,50.5,Stop
Express,11.7,27.9,1,Cloudy,Peak,24.6,35.5,False,2.0,Maintenance,80.7,Slow Down
Local,1.1,65.5,5,Stormy,Non-Peak,85.5,12.8,True,2.4,Good,65.1,Stop
Express,1.6,76.9,0,Stormy,Non-Peak,65.5,42.9,True,6.5,Damaged,66.2,Stop
Freight,28.0,74.3,4,Sunny,Non-Peak,57.3,63.2,True,0.6,Good,63.8,Slow Down
Local,10.3,67.8,3,Sunny,Peak,28.8,94.9,False,2.0,Good,68.0,Move
Freight,13.8,97.3,2,Sunny,Non-Peak,17.8,80.4,False,2.1,Good,51.7,Slow Down
Local,8.4,54.0,4,Stormy,Non-Peak,55.7,85.0,False,8.8,Good,78.9,Stop
Freight,0.2,76.4,2,Foggy,Non-Peak,70.6,36.8,True,3.3,Maintenance,55.1,Slow Down
Freight,9.2,84.5,2,Foggy,Peak,56.3,14.2,True,10.4,Damaged,46.1,Stop
Local,1.5,70.1,1,Sunny,Non-Peak,10.7,64.3,True,4.1,Maintenance,78.7,Slow Down
Local,3.4,65.8,3,Foggy,Peak,16.6,87.2,True,2.1,Damaged,52.2,Stop
Local,8.1,29.9,3,Foggy,Non-Peak,55.5,40.8,False,0.9,Maintenance,33.3,Stop
Express,3.0,97.9,5,Cloudy,Peak,51.3,22.3,False,10.5,Damaged,81.9,Stop
Express,1.0,66.4,4,Cloudy,Non-Peak,7.3,23.2,False,0.5,Damaged,66.6,Stop
Freight,0.0,72.1,3,Foggy,Peak,59.1,26.7,True,3.8,Maintenance,24.7,Slow Down
Express,7.6,51.7,3,Rainy,Peak,35.4,39.4,False,4.1,Good,67.2,Slow Down
Freight,4.8,26.8,1,Rainy,Peak,58.1,92.5,True,5.0,Damaged,63.5,Stop
Local,13.4,42.8,3,Stormy,Peak,71.6,85.1,True,0.5,Damaged,66.6,Stop
Local,2.2,92.9,4,Sunny,Peak,13.8,55.1,False,6.1,Good,69.5,Slow Down
Express,6.8,28.2,2,Cloudy,Peak,41.5,44.4,False,1.5,Damaged,88.2,Stop
Freight,12.8,71.8,3,Stormy,Non-Peak,51.0,33.0,False,4.7,Good,69.8,Stop
Local,15.0,46.2,2,Cloudy,Non-Peak,46.6,67.3,True,15.4,Good,72.4,Move
Express,24.4,71.3,2,Stormy,Non-Peak,42.2,39.5,False,0.8,Good,89.4,Stop
Express,2.8,60.8,3,Cloudy,Peak,52.6,69.4,True,5.6,Maintenance,50.2,Slow Down
Local,7.0,103.8,1,Stormy,Peak,16.3,10.6,False,4.1,Maintenance,84.0,Stop
Local,1.5,55.0,3,Cloudy,Non-Peak,43.1,53.5,False,0.8,Maintenance,75.2,Stop
Express,22.9,28.1,2,Rainy,Non-Peak,20.1,28.7,True,0.6,Good,82.2,Slow Down
Local,30.4,75.1,5,Sunny,Non-Peak,71.3,75.7,False,3.8,Maintenance,51.4,Slow Down
Express,7.4,89.3,4,Sunny,Non-Peak,26.2,56.7,True,0.7,Good,61.0,Slow Down
Express,1.7,43.7,2,Rainy,Peak,43.4,96.9,True,2.9,Good,62.4,Slow Down
Local,1.6,4.7,6,Sunny,Non-Peak,76.8,67.0,True,4.2,Maintenance,56.1,Slow Down
Freight,50.8,61.0,6,Stormy,Non-Peak,31.7,45.3,False,1.5,Damaged,71.7,Stop
Local,8.7,43.1,5,Stormy,Non-Peak,37.5,57.9,False,1.8,Good,42.1,Stop
Local,1.5,74.7,3,Sunny,Peak,37.2,71.1,True,0.8,Maintenance,79.2,Slow Down
Local,6.0,69.4,1,Stormy,Non-Peak,32.2,55.0,False,6.0,Maintenance,52.6,Stop
Local,7.1,81.0,2,Stormy,Non-Peak,57.1,93.0,False,0.5,Maintenance,69.4,Stop
Local,27.6,56.9,6,Stormy,Non-Peak,46.9,16.2,False,3.6,Good,79.4,Stop
Freight,1.5,66.0,5,Rainy,Non-Peak,9.6,99.2,False,1.9,Maintenance,64.8,Slow Down
Local,19.8,45.1,3,Sunny,Non-Peak,53.5,25.0,False,2.4,Good,78.1,Move
Express,3.7,49.3,3,Stormy,Peak,56.6,91.4,False,4.3,Maintenance,51.9,Stop
Local,10.4,37.6,2,Rainy,Non-Peak,54.4,77.1,True,5.3,Good,82.6,Slow Down
Local,43.4,60.1,2,Stormy,Non-Peak,60.2,86.4,False,1.9,Damaged,64.5,Stop
Express,2.1,70.7,4,Stormy,Non-Peak,70.9,21.3,True,1.5,Good,69.7,Stop
Local,1.0,65.7,3,Cloudy,Non-Peak,63.1,46.9,True,5.5,Damaged,71.9,Stop
Local,6.8,77.7,5,Stormy,Peak,25.4,67.2,False,14.2,Good,58.9,Stop
Express,4.4,60.0,3,Foggy,Non-Peak,54.8,43.2,True,4.3,Good,24.1,Slow Down
Freight,8.5,33.5,4,Foggy,Peak,55.4,72.8,True,1.5,Damaged,98.4,Stop
Express,13.4,76.0,3,Stormy,Non-Peak,42.2,67.1,True,1.6,Maintenance,35.9,Stop
Freight,17.1,74.7,3,Rainy,Peak,78.6,15.7,False,2.8,Damaged,66.3,Stop
Freight,7.6,105.9,4,Cloudy,Non-Peak,80.4,71.3,False,0.9,Maintenance,88.8,Stop
Freight,8.9,49.7,4,Stormy,Non-Peak,19.2,45.5,True,4.5,Maintenance,56.1,Stop
Freight,11.4,59.2,7,Foggy,Non-Peak,51.7,36.1,True,12.9,Maintenance,70.3,Slow Down
Local,5.7,54.0,3,Foggy,Peak,45.8,18.7,False,2.3,Damaged,75.8,Stop
Express,15.1,55.2,4,Stormy,Peak,65.3,90.6,True,12.6,Damaged,64.5,Stop
Freight,1.3,0.0,2,Foggy,Non-Peak,54.9,90.1,False,2.1,Good,90.3,Slow Down
Local,15.9,31.6,2,Foggy,Non-Peak,69.0,58.3,False,0.5,Good,43.3,Stop
Local,8.0,34.7,1,Cloudy,Peak,76.0,34.1,True,5.1,Good,61.4,Move
Express,21.5,59.6,2,Cloudy,Non-Peak,73.1,50.0,False,8.0,Good,62.5,Move
Local,4.4,61.3,4,Stormy,Peak,63.1,58.3,False,3.0,Good,66.5,Stop
Express,3.5,88.3,1,Rainy,Peak,49.6,59.3,True,0.5,Damaged,62.0,Stop
Freight,11.9,85.0,3,Rainy,Peak,74.6,68.3,True,20.0,Good,86.3,Slow Down
Freight,4.1,75.6,4,Sunny,Non-Peak,50.7,62.1,False,1.6,Maintenance,83.0,Slow Down
Local,10.0,53.4,4,Foggy,Peak,34.3,16.4,False,0.5,Damaged,90.2,Stop
Local,1.5,70.3,3,Stormy,Non-Peak,47.3,95.5,False,5.9,Maintenance,27.2,Stop
Local,0.8,59.3,3,Rainy,Peak,77.2,17.0,True,6.7,Good,54.8,Slow Down
Express,10.2,65.9,6,Sunny,Non-Peak,77.7,74.8,False,11.7,Damaged,31.8,Stop
Freight,11.9,102.2,5,Foggy,Non-Peak,44.2,90.7,True,5.9,Good,54.0,Slow Down
Local,0.6,69.9,5,Cloudy,Peak,42.2,56.1,True,8.7,Good,97.5,Slow Down
Express,4.3,91.4,4,Foggy,Peak,75.9,51.9,True,1.3,Good,64.3,Slow Down
Express,2.3,80.7,4,Stormy,Non-Peak,83.3,54.5,False,3.5,Maintenance,76.1,Stop
Local,11.5,47.1,2,Cloudy,Non-Peak,49.6,61.0,True,1.1,Maintenance,67.8,Slow Down
Local,1.2,72.6,3,Foggy,Non-Peak,51.0,31.6,True,0.5,Damaged,65.7,Stop
Freight,4.8,85.5,1,Sunny,Peak,75.5,96.9,True,11.2,Maintenance,82.1,Slow Down
Local,12.6,48.5,2,Foggy,Non-Peak,65.2,11.7,True,1.2,Maintenance,75.6,Stop
Local,5.2,87.0,2,Foggy,Non-Peak,51.4,31.6,False,3.6,Good,59.9,Slow Down
Express,24.3,89.5,2,Sunny,Peak,54.8,61.2,False,4.3,Good,86.9,Slow Down
Express,8.0,74.0,3,Foggy,Peak,51.7,60.0,True,13.3,Maintenance,47.1,Slow Down
Express,5.1,72.5,2,Rainy,Peak,49.5,60.8,True,7.0,Good,60.6,Slow Down
Freight,21.2,63.3,3,Stormy,Non-Peak,69.8,77.1,True,7.7,Maintenance,36.3,Stop
Freight,27.6,70.9,3,Rainy,Peak,41.2,57.4,True,6.0,Maintenance,72.2,Slow Down
Express,18.7,97.1,6,Stormy,Non-Peak,47.7,30.8,False,0.6,Damaged,90.3,Stop
Express,6.7,59.8,3,Sunny,Non-Peak,30.0,57.6,True,0.5,Damaged,68.7,Stop
Freight,5.4,57.8,3,Stormy,Peak,30.9,35.8,True,20.0,Damaged,72.2,Stop
Express,15.2,43.0,1,Stormy,Non-Peak,30.3,55.3,False,4.5,Good,64.2,Stop
Freight,30.3,79.4,2,Foggy,Peak,15.7,74.3,True,10.2,Maintenance,58.4,Slow Down
Express,2.3,72.7,4,Foggy,Peak,44.1,80.0,True,1.2,Good,99.0,Slow Down
Local,11.9,71.8,4,Foggy,Peak,73.0,78.4,True,1.6,Good,84.5,Slow Down
Local,5.1,65.5,2,Cloudy,Non-Peak,51.6,22.2,False,3.5,Maintenance,64.9,Slow Down
Freight,8.3,66.8,2,Rainy,Non-Peak,18.1,10.3,False,17.9,Damaged,89.1,Stop
Express,12.7,20.8,1,Rainy,Peak,35.4,63.5,True,5.9,Damaged,70.1,Stop
Express,17.3,79.1,2,Cloudy,Peak,62.9,13.2,True,3.3,Good,76.2,Stop
Express,0.1,76.7,6,Rainy,Non-Peak,48.7,57.4,False,20.0,Damaged,37.7,Stop
Express,2.4,64.4,1,Rainy,Peak,66.0,49.3,True,7.7,Good,86.7,Slow Down
Express,1.7,77.3,1,Rainy,Peak,82.3,87.5,False,1.4,Maintenance,81.0,Slow Down
Freight,2.8,52.1,2,Stormy,Peak,54.4,40.3,True,5.0,Damaged,41.9,Stop
Freight,15.7,90.4,2,Stormy,Non-Peak,58.0,51.4,True,0.5,Maintenance,74.5,Stop
Freight,25.0,39.6,2,Rainy,Non-Peak,53.2,39.1,False,2.8,Maintenance,72.7,Slow Down
Express,6.5,65.9,1,Sunny,Peak,43.4,32.9,False,6.6,Damaged,76.2,Stop
Freight,13.8,49.0,2,Rainy,Peak,47.7,33.0,True,9.1,Good,73.9,Slow Down
Express,0.0,40.5,4,Cloudy,Non-Peak,82.5,84.6,False,4.8,Good,93.0,Move
Express,1.3,13.6,3,Sunny,Peak,83.5,84.0,False,15.0,Damaged,96.2,Stop
Express,7.1,72.9,5,Sunny,Peak,17.4,65.4,False,3.3,Maintenance,67.3,Slow Down
Express,15.5,43.9,3,Cloudy,Peak,45.7,79.9,True,1.6,Maintenance,70.6,Slow Down
Local,28.4,81.3,3,Rainy,Peak,48.2,53.2,True,9.7,Maintenance,82.5,Slow Down
Express,5.5,34.5,1,Foggy,Peak,67.5,98.9,False,2.8,Damaged,90.2,Stop
Freight,0.8,67.4,0,Foggy,Non-Peak,59.3,36.5,True,4.5,Maintenance,68.4,Slow Down
Local,0.1,69.2,2,Stormy,Non-Peak,16.8,47.6,False,3.3,Maintenance,33.7,Stop
Express,3.5,46.9,3,Cloudy,Peak,62.6,50.9,False,2.7,Good,49.2,Move
Freight,16.3,64.7,3,Foggy,Peak,61.2,28.0,False,3.4,Good,71.2,Slow Down
Local,0.9,75.2,3,Stormy,Peak,9.1,71.9,False,1.4,Damaged,61.3,Stop
Express,2.0,57.5,3,Rainy,Peak,90.5,84.7,False,3.6,Damaged,57.6,Stop
Express,3.4,92.9,4,Cloudy,Non-Peak,56.5,91.8,False,7.0,Maintenance,64.8,Slow Down
Local,1.9,84.2,2,Foggy,Non-Peak,66.9,84.2,True,4.8,Good,64.7,Slow Down
Freight,15.3,68.2,1,Rainy,Peak,50.2,87.9,False,20.0,Damaged,71.6,Stop
Express,9.4,88.5,3,Rainy,Peak,58.9,67.2,True,0.5,Good,78.4,Slow Down
Express,22.5,31.8,2,Sunny,Peak,15.3,73.2,False,10.2,Damaged,56.8,Stop
Express,3.1,56.0,3,Rainy,Non-Peak,79.2,14.6,False,0.5,Damaged,66.8,Stop
Local,0.7,72.7,6,Sunny,Peak,48.6,56.7,False,0.5,Good,51.3,Stop
Freight,10.0,85.2,5,Foggy,Peak,62.0,78.9,True,1.7,Damaged,91.5,Stop
Express,8.0,64.2,2,Foggy,Peak,40.8,96.3,False,1.2,Damaged,87.4,Stop
Freight,1.6,19.6,4,Rainy,Non-Peak,89.0,23.0,True,1.8,Maintenance,93.4,Slow Down
Express,14.6,88.6,5,Rainy,Peak,75.6,84.9,True,6.3,Maintenance,79.3,Slow Down
Freight,0.9,92.0,2,Foggy,Peak,14.9,52.8,True,2.6,Damaged,55.6,Stop
Freight,7.7,69.7,2,Rainy,Peak,69.3,72.0,True,4.1,Maintenance,41.5,Slow Down
Freight,2.8,52.2,4,Rainy,Peak,44.2,58.4,True,10.9,Maintenance,60.1,Slow Down
Express,14.4,104.9,1,Stormy,Non-Peak,32.2,19.9,False,1.6,Damaged,85.3,Stop
Local,5.9,39.9,5,Stormy,Peak,21.9,50.5,True,2.7,Damaged,40.0,Stop
Local,16.6,67.8,3,Sunny,Peak,60.3,42.5,True,6.5,Maintenance,69.7,Slow Down
Freight,15.8,38.6,2,Foggy,Non-Peak,81.0,85.3,True,12.4,Maintenance,71.0,Slow Down
Local,2.0,43.9,3,Cloudy,Non-Peak,57.1,93.0,False,3.7,Good,59.1,Move
Freight,9.8,101.0,3,Stormy,Peak,69.4,74.9,True,5.2,Good,78.4,Stop
Freight,3.3,53.0,4,Cloudy,Non-Peak,15.2,75.0,False,4.4,Good,63.9,Move
Local,5.0,69.9,3,Foggy,Peak,24.7,77.5,False,4.7,Maintenance,48.3,Slow Down
Freight,2.9,82.5,5,Cloudy,Peak,25.4,63.4,False,7.5,Maintenance,47.9,Slow Down
Local,7.8,55.5,2,Rainy,Peak,40.2,39.7,False,14.8,Maintenance,64.2,Slow Down
Express,17.4,36.2,4,Foggy,Peak,90.9,45.8,False,10.4,Maintenance,66.5,Slow Down
Freight,2.4,47.5,1,Foggy,Peak,63.1,24.0,True,6.0,Maintenance,19.1,Slow Down
Local,3.7,36.5,2,Rainy,Peak,43.2,23.7,False,20.0,Good,44.7,Slow Down
Freight,1.0,84.1,5,Foggy,Peak,76.6,16.8,True,9.2,Damaged,79.2,Stop
Express,10.6,52.8,2,Sunny,Non-Peak,55.2,55.7,True,9.2,Good,63.8,Move
Local,2.3,38.7,4,Foggy,Peak,38.1,44.1,True,4.7,Maintenance,53.7,Slow Down
Freight,5.7,77.9,3,Rainy,Peak,49.8,50.7,True,2.8,Damaged,83.8,Stop
Freight,11.6,44.9,2,Foggy,Non-Peak,65.5,35.2,True,1.8,Maintenance,89.6,Slow Down
Express,3.1,75.8,2,Stormy,Peak,11.1,47.4,False,0.8,Good,95.8,Stop
Local,1.2,82.6,3,Foggy,Peak,68.9,59.5,True,1.8,Maintenance,61.9,Slow Down
Freight,13.3,42.4,2,Sunny,Non-Peak,61.3,57.7,False,1.1,Damaged,70.7,Stop
Local,17.8,50.2,4,Sunny,Non-Peak,73.9,26.5,True,1.2,Good,42.7,Slow Down
Express,2.7,35.6,5,Sunny,Peak,23.3,51.0,True,6.0,Good,61.3,Slow Down
Freight,6.0,48.6,3,Cloudy,Peak,47.0,25.0,True,6.6,Good,32.3,Move
Local,18.3,43.2,1,Sunny,Peak,61.1,90.3,True,9.1,Good,39.1,Move
Express,2.8,71.8,1,Sunny,Non-Peak,42.0,41.3,False,5.5,Damaged,87.3,Stop
Local,15.3,47.1,2,Sunny,Non-Peak,27.3,69.3,True,11.4,Maintenance,64.0,Slow Down
Local,11.8,58.8,5,Stormy,Non-Peak,45.2,62.0,False,9.1,Maintenance,75.7,Stop
Express,13.4,76.5,7,Sunny,Peak,61.8,41.4,False,1.5,Maintenance,69.2,Slow Down
Local,16.6,65.0,7,Cloudy,Peak,15.6,95.6,False,10.3,Maintenance,73.1,Slow Down
Freight,13.5,70.2,1,Rainy,Peak,70.9,78.1,True,3.2,Maintenance,63.0,Slow Down
Express,3.1,85.9,5,Cloudy,Non-Peak,76.7,32.9,False,19.8,Damaged,66.9,Stop
Local,21.2,48.3,7,Stormy,Peak,41.9,31.8,False,2.3,Damaged,68.3,Stop
Freight,0.6,59.2,2,Stormy,Non-Peak,74.7,86.4,False,4.5,Maintenance,60.0,Stop
Local,2.4,81.4,1,Foggy,Peak,17.3,22.2,False,2.4,Damaged,81.9,Stop
Express,11.4,69.0,1,Rainy,Non-Peak,32.4,29.2,True,1.7,Good,43.6,Slow Down
Local,9.4,58.0,4,Rainy,Non-Peak,5.7,12.0,True,2.6,Good,73.0,Stop
Express,12.9,57.0,4,Rainy,Peak,67.1,95.7,True,0.5,Maintenance,77.9,Slow Down
Local,7.0,67.0,2,Sunny,Peak,55.9,69.3,False,2.0,Good,71.1,Move
Local,0.3,40.7,4,Foggy,Peak,78.8,61.3,True,6.9,Maintenance,87.9,Slow Down
Local,3.2,48.9,3,Stormy,Peak,37.0,91.4,True,0.5,Maintenance,30.0,Stop
Local,11.2,66.1,3,Stormy,Peak,51.7,76.4,False,3.1,Damaged,76.9,Stop
Local,5.5,60.7,3,Cloudy,Non-Peak,83.3,43.7,True,11.3,Damaged,89.8,Stop
Express,22.2,69.0,4,Cloudy,Peak,30.5,15.8,True,6.6,Damaged,61.8,Stop
Local,2.9,28.0,3,Sunny,Peak,37.8,86.4,True,0.9,Maintenance,79.0,Slow Down
Freight,6.7,54.8,1,Stormy,Peak,60.2,40.7,True,2.1,Damaged,69.3,Stop
Express,3.4,53.1,2,Sunny,Peak,64.3,63.0,False,0.5,Good,45.2,Stop
Local,0.6,94.4,0,Rainy,Non-Peak,79.9,71.9,True,4.3,Damaged,83.3,Stop
Freight,10.1,48.6,5,Rainy,Peak,53.6,98.3,True,7.5,Maintenance,54.6,Slow Down
Local,1.5,54.9,4,Sunny,Non-Peak,37.6,84.6,True,1.4,Maintenance,52.3,Slow Down
Express,16.3,42.2,4,Cloudy,Peak,28.7,85.7,True,9.9,Maintenance,42.6,Slow Down
Local,13.4,51.3,6,Rainy,Non-Peak,51.9,11.4,True,3.7,Damaged,82.8,Stop
Local,7.9,102.7,4,Cloudy,Peak,60.3,50.7,True,0.7,Maintenance,41.4,Slow Down
Freight,2.5,39.0,1,Cloudy,Non-Peak,42.3,63.1,True,6.0,Maintenance,82.1,Slow Down
Freight,4.9,101.9,6,Rainy,Peak,70.4,70.6,True,20.0,Damaged,84.8,Stop
Express,3.7,42.8,2,Cloudy,Non-Peak,55.1,73.7,True,2.0,Good,56.4,Slow Down
Freight,2.7,87.6,3,Stormy,Peak,76.1,84.5,False,1.9,Damaged,76.1,Stop
Express,5.5,52.3,2,Cloudy,Non-Peak,71.5,83.0,True,7.3,Maintenance,88.1,Slow Down
Freight,1.4,77.6,1,Sunny,Peak,63.5,47.2,False,1.9,Damaged,93.6,Stop
Freight,5.9,81.1,2,Sunny,Peak,45.2,44.0,True,8.4,Good,55.5,Slow Down
Express,12.6,94.0,4,Cloudy,Peak,50.6,65.3,True,11.3,Good,62.4,Slow Down
Local,3.9,69.2,2,Cloudy,Peak,55.3,29.1,True,8.1,Damaged,54.4,Stop
Local,2.4,49.8,2,Cloudy,Peak,25.1,99.9,False,0.5,Good,98.7,Stop
Freight,9.7,38.3,3,Cloudy,Peak,19.4,22.4,False,2.9,Maintenance,34.3,Slow Down
Local,32.7,46.7,3,Sunny,Non-Peak,53.5,85.0,False,6.6,Maintenance,64.4,Slow Down
Freight,2.9,79.8,2,Sunny,Peak,34.9,71.8,False,0.5,Damaged,98.6,Stop
Local,6.7,42.1,2,Foggy,Peak,56.8,88.7,True,2.8,Damaged,83.7,Stop
Local,7.8,64.7,2,Cloudy,Peak,38.4,90.6,False,0.6,Good,80.3,Stop
Express,0.4,47.2,5,Cloudy,Peak,36.6,53.6,False,6.5,Damaged,70.6,Stop
Freight,9.4,66.9,3,Stormy,Peak,69.1,23.9,False,6.4,Damaged,85.8,Stop
Local,13.7,51.2,4,Sunny,Non-Peak,30.3,46.8,False,2.8,Damaged,60.7,Stop
Local,4.1,55.4,5,Rainy,Non-Peak,38.4,39.2,False,20.0,Damaged,59.9,Stop
Freight,1.7,50.9,5,Rainy,Peak,60.0,43.3,True,0.5,Damaged,66.8,Stop
